"","title","link","pubDate","Site","Lead","Symbol","Company"
"1510","Opinion: Abandoning the arts is a foolhardy plan","http://www.mercurynews.com/2017/03/31/opinion-abandoning-the-arts-is-a-foolhardy-plan/","2017-03-31 13:54:45","The Mercury News","President Trump's budget proposal to eliminate all funding for the National Endowment for the Arts, the National Endowment for the Humanities, Corporation for Public Broadcasting and the Institute for Museum and Library Services is shortsighted and ...","BAYN","Bayer"
"1610","Abandoning the arts is a foolhardy plan","http://www.record-bee.com/article/NQ/20170405/LOCAL1/170409924","2017-03-31 14:00:00","Record Bee","President Trump's budget proposal to eliminate all funding for the National Endowment for the Arts, the National Endowment for the Humanities, Corporation for Public Broadcasting and the Institute for Museum and Library Services is shortsighted and ...","BAYN","Bayer"
"1710","Govt attracts more investors","http://www.znbc.co.zm/?p=51376","2017-04-01 07:48:45","ZNBC","Recently, a delegation comprising Cabinet Ministers, permanent secretaries and potential investors visited Kasaba Bay and other tourism sites in Northern Province to explore the possibilities of opening up the region to future tourism investment.","BAYN","Bayer"
"1810","Newmont Mining Corp - Receive News &amp; Ratings Daily","https://baseballnewssource.com/markets/9823-shares-in-newmont-mining-corp-nem-acquired-by-hudson-bay-capital-management-lp/548021.html","2017-04-01 08:56:15","BBNS","Newmont Mining Corp logo Hudson Bay Capital Management LP bought a new position in shares of Newmont Mining Corp (NYSE:NEM) during the fourth quarter, Holdings Channel reports. The firm bought 9,823 shares of the company's stock, valued at ...","BAYN","Bayer"
"1910","Eitel, Ethics, Education","http://www.nationalreview.com/corner/446330/robert-eitel-trump-administration-education-lawyer-unfairly-attacked","2017-04-01 20:56:15","National Review","Should the Obama-Holder Justice Department hire lawyers who went out of their way to fight for Guantanamo Bay's enemy combatants and against the congressionally approved law governing their treatment, well, the Left has a conniption fit if ...","BAYN","Bayer"
"2010","Terrified Australian left clinging on after shark took bite out of kayak","http://www.thenational.ae/world/asia-pacific/terrified-australian-left-clinging-on-after-shark-took-bite-out-of-kayak","2017-04-03 05:18:51","The National","Gavin Kleidon's ordeal began late on Sunday as he was paddling in a leisurely fashion to Mud Island in Moreton Bay off Brisbane.","BAYN","Bayer"
"2110","What to Expect From Alaska&#39;s Record Cruise Season","http://www.travelagentcentral.com/cruises/north-to-alaska","2017-04-03 10:03:45","Travel Agent","Princess is the launch brand for Carnival Corporation's new Ocean Medallion technology. Island Princess, the fourth ship to get the technology, will sail with it in Alaska in 2018.","BAYN","Bayer"
"2210","NARRATIVE Drift","http://folioweekly.com/stories/narrative-drift,17265","2017-04-05 09:14:10","Folio Weekly","The earliest example: the first meeting of the Duval County Legislative Delegation, in which the administration launched a $50M ask for money to close the Hart Bridge offramps and route traffic down Bay Street. At least one delegation ... Cummings may ...","BAYN","Bayer"
"2310","Young pulls punches as Myron Naneng testifies against King Cove road","http://kdlg.org/post/young-pulls-punches-myron-naneng-testifies-against-king-cove-road","2017-04-06 12:05:25","KDLG","Naneng is now the board president of Hooper Bay's village corporation. His region, the Yukon-Kuskokwim Delta, is a few hundred miles from Izembek, but he said the people in the Delta have traditionally depended on the waterfowl that feed in the Izembek ...","BAYN","Bayer"
"2410","Leaking Barge Capsizes In San Francisco Bay, Cleanup Underway [Updated]","http://hoodline.com/2017/04/leaking-barge-capsizes-in-san-francisco-bay-cleanup-underway","2017-04-07 16:02:53","Hoodline","National Response Corporation Emergency Services, a private company, has deployed 3,000 feet of boom around the barge to keep the spill contained, and cleanup strategies are underway, Stanton said.","BAYN","Bayer"
"2510","Cramer Remix: Why I&#39;m standing alone on Coca-Cola","http://www.cnbc.com/2017/04/07/cramer-remix-why-im-standing-alone-on-coca-cola.html","2017-04-07 19:01:09","CNBC","The rest of Wall Street may have lost faith in Coca Cola's struggling stock, but Jim Cramer is fearlessly standing behind the ubiquitous multinational.","BAYN","Bayer"
"2610","Chair of the Presidio Trust: Who Is Paula Collins?","http://www.allgov.com/news/top-stories/chair-of-the-presidio-trust-who-is-paula-collins-170411?news=860142","2017-04-11 07:48:45","AllGov","The Presidio Trust is a federal corporation created by Congress to manage the Presidio of San Francisco, which was designated a National Historic Landmark in 1962. The oldest continuously operated military post in the United States, the Presidio of San ...","BAYN","Bayer"
"2710","Japan looks to grow its presence across Africa","http://www.theworldfolio.com/news/japan-looks-to-grow-its-presence-across-africa/4264/","2017-04-11 11:00:00","The Worldfolio","Japanese companies tapping oil and gas opportunities are supported by the Japan Oil, Gas and Metals National Corporation (JOGMEC), which provides financial and technical assistance, as well as offering up to 75 percent equity and taking on up to 75 ...","BAYN","Bayer"
"2810","Community Calendar","http://www.dundalkeagle.com/news/community_calendar/community-calendar/article_7c5a8614-2959-52c7-b8f8-a93c295782ad.html","2017-04-11 13:37:30","Dundalk Eagle (blog)","•Annual Third Sunday Dinner on the Bay at Bethlehem Council Knights of Columbus #2605, 7401 Bayfront Road, from 2 to 5 p.m.","BAYN","Bayer"
"2910","Pasco County real estate transactions for April 14, 2017","http://www.tampabay.com/news/business/realestate/pasco-county-real-estate-transactions-for-april-14-2017/2319927","2017-04-11 14:56:15","Tampabay.com","20442 Trilby Cutoff Rd., to Joseph C. Paterson by Federal Home Loan Mortgage Corporation, $42,000, 3/17/2017. HOLIDAY. 5815 Lenmar Ct.","BAYN","Bayer"
"3010","Opinion: If SBW&#39;s faith in Islam is genuine then why is he playing Super Rugby ...","http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11837090","2017-04-12 12:51:25","New Zealand Herald","HSBC is a British multi-national banking corporation. So where does he stand with nib Stadium (nib is a global financier that profits), the home of Western Force in Perth?","BAYN","Bayer"
"3110","Long Hill main road danger deepens","http://jamaica-gleaner.com/article/lead-stories/20170413/long-hill-main-road-danger-deepens","2017-04-13 01:11:30","Jamaica Gleaner","Montego Bay Mayor Homer Davis says that the St James Municipal Corporation is also prepared to do some work on the Long Hill main road to help make it safer after numerous complaints about its treacherousness.","BAYN","Bayer"
"3210","Community briefs for Point Loma and Ocean Beach","http://www.sdnews.com/view/full_story/27397721/article-Community-briefs-for-Point-Loma-and-Ocean-Beach-?instance=most_popular1","2017-04-13 09:41:15","San Diego Community News","The Californian sails through San Diego Bay with downtown as a backdrop. The Californian is a ... Easter is April 16 this year and the gates to Cabrillo National Monument will open at 6 a.m. with the non-denominational service beginning at 6:30 a.m ...","BAYN","Bayer"
"3310","Yet Another Multi-National Oil Company Mulls Exiting Canada&#39;s Oil Sands","http://www.baystreet.ca/articles/heard_on_the_street.aspx?articleid=30004","2017-04-13 14:33:45","Baystreet.ca","The latest company to consider getting out of the oil sands is Chevron Corporation (NYSE:CVX). According to people close to the situation, Chevon has contacted investment bankers about selling its 20% interest in the Athabasca Oil Sands Project.","BAYN","Bayer"
"3410","Immigration, inmate bills recommended by Trump working group","http://www.heraldnews.com/news/20170414/immigration-inmate-bills-recommended-by-trump-working-group","2017-04-14 09:41:15","Fall River Herald News","James Arciero noted would sharply pare back dollars that flow through the National Institutes of Health to Bay State hospitals and research facilities.","BAYN","Bayer"
"3510","Proven under Pressure: USGS Advances Capabilities for High-Pressure Seafloor ...","https://www.usgs.gov/news/proven-under-pressure-usgs-advances-capabilities-high-pressure-seafloor-samples-containing-gas","2017-04-14 16:21:54","United States Geological Survey (press release)","In 2015, a drilling expedition staffed by scientists from India, Japan, and the United States discovered widespread, high-saturation accumulations of natural gas hydrate in the sediments of the Bay of Bengal during the second Indian National Gas ...","BAYN","Bayer"
"3610","Computer pioneer Robert W. Taylor dies at 85","http://www.eastbaytimes.com/2017/04/15/computer-pioneer-robert-w-taylor-dies-at-85/","2017-04-15 19:15:00","East Bay Times","A few years later, Taylor went on to work at the Xerox Corp.'s famous ... In 2004, he and other PARC researchers were awarded the Draper Prize from the National Academy of Engineering for development of “the first practical networked personal computers.”.","BAYN","Bayer"
"3710","North Korean missile test fails, US and South Korea say","http://www.wearegreenbay.com/news/world-news/south-korea-north-korea-missile-test-fails/692559581","2017-04-15 19:28:50","WeAreGreenBay.com","South Korean officials convened a meeting of the National Security Council in the wake of the failed test. ""Our government condemns this serious threat on the Korean peninsula and overall international society,"" the South Korean foreign ministry said ...","BAYN","Bayer"
"3810","Meet Evan Siddall, the CEO who remade the CMHC","http://www.canadianbusiness.com/economy/evan-siddall-cmhc-profile/","2017-04-17 05:56:15","CanadianBusiness.com","Siddall took the reins at the Canada Mortgage and Housing Corp. in 2013 and quickly changed its culture. But with home prices soaring, was it enough?","BAYN","Bayer"
"3910","Passenger rail service on track for 2018 - Henry","http://www.loopjamaica.com/content/passenger-rail-service-track-2018-henry","2017-04-17 10:03:45","Loop Jamaica","Once approved by the Government of Jamaica, Henry said Herzog plans to rehabilitate and revitalise the railway in a three-phase programme, starting from Montego Bay to Appleton (Phase 1); Spanish Town to Ewarton and Spanish Town to Clarendon as ... ""In ...","BAYN","Bayer"
"4010","Dollar Bulls To Remain at Bay","http://www.marketpulse.com/20170417/dollar-bulls-remain-bay/","2017-04-17 23:56:15","MarketPulse (blog)","Stephen has an extensive trading experience in Interest Rate Futures, Money Markets and Precious Metals. Prior to joining OANDA, he worked with organizations like Cambridge Mercantile, Nat West, Garvin Guy Butler, Sumitomo Mitsui Banking Corporation.","BAYN","Bayer"
"4110","Alaska LNG line submitted to FERC for permit","http://www.ktuu.com/content/news/Alaska-LNG-line-submitted-to-FERC-for-permit-419666063.html","2017-04-18 00:30:00","KTUU.com","ANCHORAGE (KTUU) The Alaska Gasline Development Corp. filed its application for a permit from the Federal Energy Regulatory Commission today, in the first formal step toward getting the Alaska LNG project permitted.","BAYN","Bayer"
"4210","Bay may get water relief from the sea","http://www.heraldlive.co.za/news/2017/04/18/bay-may-get-water-relief-sea/","2017-04-18 04:35:55","Herald live","“The Adopt-a-Municipality programme is driven by the national Department of Cooperative Governance and SABMiller's agreement, through which the company has played various significant roles in the socioeconomic upliftment in the metro, is about to be ...","BAYN","Bayer"
"4310","Foran Engages Micon to Conduct a Technical Review of McIlvenna Bay","http://www.marketwired.com/press-release/foran-engages-micon-to-conduct-a-technical-review-of-mcilvenna-bay-tsx-venture-fom-2210149.htm","2017-04-18 08:00:00","Marketwired (press release)","(Marketwired - April 18, 2017) - Foran Mining Corporation (TSX VENTURE: FOM) (""Foran"" or the ""Company"") is pleased to announce that it has engaged Micon International Limited (""Micon""), an international independent mining consultancy ...","BAYN","Bayer"
"4410","AmeriCorps takes on Miami","http://www.miamiok.com/news/20170418/americorps-takes-on-miami","2017-04-18 15:07:30","Miami News Record","According to the Corporation for National Community Service, NCCC is a full-time, team-based residential service program for individuals ages 18-24 from across the country and all backgrounds.","BAYN","Bayer"
"4510","Larry McCarren to serve as emcee for Hall&#39;s induction of Driver, Lee","http://www.packers.com/news-and-events/article-press-release/article-1/Larry-McCarren-to-serve-as-emcee-for-Halls-induction-of-Driver-Lee/2708d7d7-2057-4cd3-9e0a-a0f9c82ff9b5","2017-04-18 16:48:45","Packers.com","The Green Bay Packers Hall of Fame, Inc. is a nonprofit corporation independent of the Green Bay Packers that guides the Hall as a historic national sports venue and educational resource to the Green Bay community and the state of Wisconsin. The Hall ...","BAYN","Bayer"
"4610","Countdown is on for tow of massive Hebron oil platform to field off Newfoundland","http://www.nationalobserver.com/2017/04/18/news/countdown-tow-massive-hebron-oil-platform-field-newfoundland","2017-04-18 16:48:45","National Observer","He called that an ""amazing"" achievement on a project that will reap dividends over the next two decades. Hebron project partners led by ExxonMobil Canada include Chevron Canada, Suncor Energy, Statoil Canada and provincial Crown corporation Nalcor ...","BAYN","Bayer"
"4710","Gravesend Bay: 7000 Gallons Of Spilled Oil Recovered. But What About The Other ...","http://bklyner.com/gravesend-bay-7000-gallons-spilled-oil-recovered-20000/","2017-04-19 13:16:02","BKLYNER","As of this week, 7,000 gallons of diesel oil - of the 27,000 spilled by a private fuel depot - have been recovered from the Gravesend Bay using concentric booms, the State DEC told BKLYNER. However, about 20,000 gallons ... But there's a ton of life ...","BAYN","Bayer"
"4810","DeSaulnier&#39;s town hall drumbeat: civic engagement","http://www.eastbaytimes.com/2017/04/19/wcj-townhall-0421/","2017-04-19 19:01:16","East Bay Times","“Zeroing-out” or partial cuts to the EPA, Corporation for Public Broadcasting, National Endowment for the Arts, State Department, Chemical Safety Board, education, and a Labor Department that he said is “basically being eviscerated” were only the tip ...","BAYN","Bayer"
"4910","Trust collected cash for Mayor","http://www.townsvillebulletin.com.au/news/national/ccc-probe-into-council-elections-told-trust-provided-fundraising-for-moreton-bay-mayor/news-story/8e73f2195f75a35aa8919ec7f709e4b2","2017-04-20 08:00:00","Townsville Bulletin","Day three of a Crime and Corruption Commission's hearing into last year's local council elections was told David Trask hand-delivered three cheques - each for $20,000 - made out to Moreton Futures Trust, which provided fundraising for Moreton Bay Mayor ...","BAYN","Bayer"
"5010","Trump&#39;s &#39;Extreme&#39; Budget Is Just Paul Ryan&#39;s Old Bad Plan With a Comb-Over","https://www.thenation.com/article/trumps-extreme-budget-is-just-paul-ryans-old-bad-plan-with-a-combover/","2017-04-20 09:30:00","The Nation.","Before President Trump's budget proposal became public, rumors were flying that he would eliminate funding for the Corporation for Public Broadcasting, the National Endowment for the Arts, the Legal Services Corporation, and even the Manufacturing ...","BAYN","Bayer"
"5110","Power Americas Announces New Director and Corporate Appointments","http://www.stockhouse.com/news/press-releases/2017/04/20/power-americas-announces-new-director-and-corporate-appointments","2017-04-20 10:26:15","Stockhouse","April 20, 2017) - Power Americas Minerals Corp. (TSXV: PAM) (""Power ... Mr. Pettigrew, M.Sc., P.Geo is a founder, part owner and Vice President of Fladgate Exploration Consulting Corporation of Thunder Bay, ON, a full service mineral exploration ...","BAYN","Bayer"
"5210","RI debt totals $10.5 billion, new study finds","http://wpri.com/2017/04/20/ri-debt-totals-10-5-billion-new-study-finds/","2017-04-20 11:43:00","WPRI 12 Eyewitness News","At the state level, Magaziner said the study shows Rhode Island is “slightly higher than the national median, but we are in much better shape than some of our closest neighbors including Massachusetts and Connecticut.","BAYN","Bayer"
"5310","GM shutters operations in Venezuela after government seizes factory","http://www.tampabay.com/news/world/gm-shutters-operations-in-venezuela-after-government-seizes-factory/2321049","2017-04-20 13:20:14","Tampabay.com","Last July, the government said it would take over a factory belonging to Kimberly-Clark Corp. after the American personal care giant said it was no longer possible to manufacture because materials weren't available in Venezuela.","BAYN","Bayer"
"5410","How New York City Is Rediscovering Its Maritime Spirit","http://www.smithsonianmag.com/travel/new-york-rediscovering-maritime-spirit-180962769/","2017-04-20 13:47:48","Smithsonian","Now, as I made my way from the subway to Jamaica Bay, part of a unique urban national park bordered by the Rockaway Peninsula and complete with its own campground, the centuries peeled away.","BAYN","Bayer"
"5510","Boswell heads to Agriculture Department","http://www.politico.com/tipsheets/politico-influence/2017/04/boswell-heads-to-agriculture-department-219888","2017-04-20 14:22:30","Politico","His lobbying clients from his previous stint at Prime Policy Group included the National School Transportation Association, the United Motorcoach Association, Google, IBM and the National Restaurant Association. LEWANDOWSKI'S FIRM LOSES FIRST ...","BAYN","Bayer"
"5610","India awaits to invest in Trinco Oil Tank farm","http://www.dailymirror.lk/article/India-awaits-to-invest-in-Trinco-Oil-Tank-farm-127498.html","2017-04-20 14:22:30","Daily Mirror","The Hambantota Port, to be developed in partnership with a Chinese company, entails a great deal of engagement in Sino-Lanka relations.","BAYN","Bayer"
"5710","The History Behind the First 100 Days of an American President","http://www.thefiscaltimes.com/2017/04/20/History-Behind-First-100-Days-American-President","2017-04-20 16:53:34","The Fiscal Times","The Smithsonian museums and National Park Service sites were closed, including the Statue of Liberty, Independence Hall in Philadelphia and the Washington monuments and memorials.","BAYN","Bayer"
"5810","From NFL Owners to Florida Retirees, a Who&#39;s Who of Inaugural Donors","https://www.nytimes.com/2017/04/20/us/politics/trump-inauguration-donors.html","2017-04-20 17:59:56","New York Times","Jerry Jones, owner of the Dallas Cowboys, is listed as the president of a corporation that controls a group that contributed $1 million to the Trump inaugural committee.","BAYN","Bayer"
"5910","Roadway wrangle","http://www.townsvillebulletin.com.au/news/island-leader-says-cost-for-radical-bay-rd-upgrade-should-be-shared/news-story/7415c893bac66ff4549a0aa27a60c370","2017-04-20 19:26:15","Townsville Bulletin","Mr Turnbull said there was a case for the developer and Government to share the cost because the road serviced the national park, the popular fort walk and Arthur, Florence and Radical bays. “Those beaches down there are close to perfection,” Mr ...","BAYN","Bayer"
"6010","Seven public bodies to be put on arrears leash ... Gov&#39;t targets cuts in ...","http://jamaica-gleaner.com/article/news/20170421/seven-public-bodies-be-put-arrears-leash-govt-targets-cuts-number-under-imf","2017-04-21 01:06:35","Jamaica Gleaner","... Kingston Waterfront Hotel Company Limited, Montego Bay Shopping Centre Limited and the Portmore Commercial Development Company, according to the Government's Memorandum of Economic and Financial Policies which was released by the IMF on ... Those ...","BAYN","Bayer"
"6110","Kings Bay Receives Preliminary Geophysical Maps From VTEM Plus Survey over ...","http://www.stockhouse.com/news/press-releases/2017/04/21/kings-bay-receives-preliminary-geophysical-maps-from-vtem-plus-survey-over-lynx","2017-04-21 03:41:15","Stockhouse","Vancouver, British Columbia (FSCwire) - King's Bay Gold Corporation (TSX.V: KBG), (FSE: KGB1), operating as “King's Bay”, a mining exploration and development company based in Vancouver Canada is pleased to announce that through preliminary assessment ...","BAYN","Bayer"
"6210","GreenLight Fund Hires Detroit Leader; New Grammy Museum Group Names Head","https://www.philanthropy.com/article/GreenLight-Fund-Hires-Detroit/239850","2017-04-21 08:33:09","Chronicle of Philanthropy (subscription)","GreenLight, which was already active in Boston, Philadelphia, the San Francisco Bay Area, and Cincinnati, announced plans last year to expand to a fifth location.","BAYN","Bayer"
"6310","Guantánamo&#39;s feral cats get no defense from U.S. Navy","http://www.mcclatchydc.com/news/nation-world/national/article145954069.html","2017-04-21 11:33:45","McClatchy Washington Bureau","Cats probably arrived on the first sailing ship from the Old World, according to Erika Kelly, who spotted the problem on a visit to the base and has now set up Operation Git-Meow as a corporation seeking IRS 501(c)(3) tax-exempt status. Others might ...","BAYN","Bayer"
"6410","City National Corp (CYN) Earns Media Impact Rating of 0.35","https://transcriptdaily.com/2017/04/21/city-national-corp-cyn-earns-media-impact-rating-of-0-35.html","2017-04-21 11:56:15","Transcript Daily","City National Corp logo Media stories about City National Corp (NYSE:CYN) have been trending positive recently, according to Alpha One Sentiment Analysis.","BAYN","Bayer"
"6510","Bank First reports quarterly earnings per share of $0.64, declares a per share ...","http://finance.yahoo.com/news/bank-first-reports-quarterly-earnings-165000898.html","2017-04-21 12:57:58","Yahoo Finance"," Bank First National Corporation (BFNC) reported net income for the first quarter of 2017 of $3.99 million, or $0.64 per share, as compared to $3.85 million, or $0.61 per share, for the first quarter of ...","BAYN","Bayer"
"6610","Terreno Realty Co. (TRNO) Downgraded to &quot;Sell&quot; at Zacks Investment Research","https://www.thecerbatgem.com/2017/04/21/terreno-realty-co-trno-downgraded-to-sell-at-zacks-investment-research.html","2017-04-21 13:15:00","The Cerbat Gem","The Company's main focus is on markets in Los Angeles Area; Northern New Jersey/New York City; San Francisco Bay Area; Seattle Area; Miami Area; and Washington, D.C.","BAYN","Bayer"
"6710","First-quarter lobbying numbers shows firms still gearing up for Trump era","http://www.politico.com/tipsheets/politico-influence/2017/04/first-quarter-lobbying-numbers-shows-firms-still-gearing-up-for-trump-era-219913","2017-04-21 16:31:47","Politico","POLITICO Event - Rebuilding America: A New Infrastructure Agenda - Join POLITICO for a discussion on the prospects for a major national infrastructure push from the new administration and Congress. ... “Target Corp., Best Buy Co. Inc. and Gap Inc ...","BAYN","Bayer"
"6810","GDP On Tap Next Week","http://www.baystreet.ca/articles/the_week_ahead.aspx?id=184","2017-04-21 16:37:30","Baystreet.ca","Canadian National Railway Company (T.CNR) (Q1) EPS estimates of $1.13, compared to $1.00 in the prior-year quarter. Barrick Gold Corporation (T.ABX) (Q1) EPS estimates of 20 cents, compared to 11 cents in the prior-year quarter. In mid-April, ATAC ...","BAYN","Bayer"
"6910","Company that makes Ziploc bags expanding Michigan plant","http://www.charlotteobserver.com/news/business/national-business/article146103364.html","2017-04-21 19:48:45","Charlotte Observer","A company that produces Ziploc storage bags is expanding a plant in Bay City, Michigan. SC Johnson says the plant ... is based in Racine, Wisconsin.","BAYN","Bayer"
"7010","Thumbs up, thumbs down","http://www.houstonchronicle.com/opinion/editorials/article/Thumbs-up-thumbs-down-11090695.php","2017-04-21 20:11:15","Houston Chronicle","Protestors from the National Organization for Women of New York hold a protest in front of the News Corporation Headquarters in New York Thursday, the morning after Fox News officially cut ties with Bill O' Reilly over sexual harassment allegations ...","BAYN","Bayer"
"1109","Johnson &amp; Johnson announces dividend increase of 7.1 pct","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3198222","2015-04-23 10:59:00","Reuters Key Development","Johnson & Johnson announces dividend increase of 7.1 pct","JNJ","Johnson & Johnson"
"2101","Johnson &amp; Johnson announces acceptance of binding offer from cardinal health to acquire cordis","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3220651","2015-05-28 08:00:00","Reuters Key Development","Johnson & Johnson announces acceptance of binding offer from cardinal health to acquire cordis","JNJ","Johnson & Johnson"
"3101","Carna Biosciences announces collaboration with Johnson &amp; Johnson innovation","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3228041","2015-06-11 08:00:00","Reuters Key Development","Carna Biosciences announces collaboration with Johnson & Johnson innovation","JNJ","Johnson & Johnson"
"4101","Johnson &amp; Johnson increases FY 2015 EPS guidance","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3244262","2015-07-14 07:45:00","Reuters Key Development","Johnson & Johnson increases FY 2015 EPS guidance","JNJ","Johnson & Johnson"
"5101","Johnson &amp; Johnson announces quarterly dividend for third quarter 2015","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3247524","2015-07-20 11:40:00","Reuters Key Development","Johnson & Johnson announces quarterly dividend for third quarter 2015","JNJ","Johnson & Johnson"
"6101","Johnson &amp; Johnson gets partial win against Covidien in surgical patent case - Reuters","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3258641","2015-08-06 20:00:00","Reuters Key Development","Johnson & Johnson gets partial win against Covidien in surgical patent case - Reuters","JNJ","Johnson & Johnson"
"7101","Johnson &amp; Johnson starts Clinical Trial of Ebola Vaccine Regimen","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3282835","2015-10-09 02:00:00","Reuters Key Development","Johnson & Johnson starts Clinical Trial of Ebola Vaccine Regimen","JNJ","Johnson & Johnson"
"8101","Johnson &amp; Johnson - Surgical funder ordered to turn over information on hip surgeries - Reuters","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3285451","2015-10-13 20:00:00","Reuters Key Development","Johnson & Johnson - Surgical funder ordered to turn over information on hip surgeries - Reuters","JNJ","Johnson & Johnson"
"9101","Johnson &amp; Johnson defeats first lawsuit on Tylenol&#39;s link to liver damage - Bloomberg - Reuters","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3286676","2015-10-15 20:00:00","Reuters Key Development","Johnson & Johnson defeats first lawsuit on Tylenol's link to liver damage - Bloomberg - Reuters","JNJ","Johnson & Johnson"
"10101","Johnson &amp; Johnson announces quarterly dividend for fourth quarter","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3288829","2015-10-22 13:26:00","Reuters Key Development","Johnson & Johnson announces quarterly dividend for fourth quarter","JNJ","Johnson & Johnson"
"1111","Johnson &amp; Johnson announces agreement to acquire Novira Therapeutics Inc","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3295869","2015-11-04 12:01:00","Reuters Key Development","Johnson & Johnson announces agreement to acquire Novira Therapeutics Inc","JNJ","Johnson & Johnson"
"1211","Johnson &amp; Johnson - Court revives Oregon suit over &#39;phantom recall&#39; of Motrin - AP","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3306837","2015-11-25 18:32:00","Reuters Key Development","Johnson & Johnson - Court revives Oregon suit over 'phantom recall' of Motrin - AP","JNJ","Johnson & Johnson"
"1311","Johnson &amp; Johnson announces completion of Novira Therapeutics, Inc. acquisition","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3307492","2015-12-04 16:30:00","Reuters Key Development","Johnson & Johnson announces completion of Novira Therapeutics, Inc. acquisition","JNJ","Johnson & Johnson"
"1411","Johnson &amp; Johnson announces formation of verb surgical inc., in collaboration with verily","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3309520","2015-12-10 09:00:00","Reuters Key Development","Johnson & Johnson announces formation of verb surgical inc., in collaboration with verily","JNJ","Johnson & Johnson"
"1511","Johnson &amp; Johnson - Kentucky reaches $39.5 mln settlement with Purdue, Johnson &amp; Johnson - Reuters","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3315120","2015-12-23 17:41:00","Reuters Key Development","Johnson & Johnson - Kentucky reaches $39.5 mln settlement with Purdue, Johnson & Johnson - Reuters","JNJ","Johnson & Johnson"
"1611","Johnson &amp; Johnson announces quarterly dividend for first quarter 2016","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3317247","2016-01-04 06:45:00","Reuters Key Development","Johnson & Johnson announces quarterly dividend for first quarter 2016","JNJ","Johnson & Johnson"
"1711","Johnson &amp; Johnson gives FY 2016 guidance","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3323919","2016-01-26 06:41:00","Reuters Key Development","Johnson & Johnson gives FY 2016 guidance","JNJ","Johnson & Johnson"
"1811","Johnson &amp; Johnson must pay $72 million for cancer death linked to talcum powder: lawyers - Reuters","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3334478","2016-02-23 06:47:00","Reuters Key Development","Johnson & Johnson must pay $72 million for cancer death linked to talcum powder: lawyers - Reuters","JNJ","Johnson & Johnson"
"1911","Johnson &amp; Johnson - UK cost agency rejects leukaemia drug from J&amp;J and AbbVie - Reuters","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3338183","2016-03-01 14:01:00","Reuters Key Development","Johnson & Johnson - UK cost agency rejects leukaemia drug from J&J and AbbVie - Reuters","JNJ","Johnson & Johnson"
"2011","Johnson &amp; Johnson hit with $500 mln verdict in hip implant trial - Reuters News","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3344731","2016-03-17 16:18:00","Reuters Key Development","Johnson & Johnson hit with $500 mln verdict in hip implant trial - Reuters News","JNJ","Johnson & Johnson"
"2111","Johnson &amp; Johnson updates FY 2016 sales guidance; increases EPS guidance","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3358527","2016-04-19 06:40:00","Reuters Key Development","Johnson & Johnson updates FY 2016 sales guidance; increases EPS guidance","JNJ","Johnson & Johnson"
"2211","Johnson &amp; Johnson announces dividend","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3364796","2016-04-28 10:30:00","Reuters Key Development","Johnson & Johnson announces dividend","JNJ","Johnson & Johnson"
"2311","J&amp;J says Janssen received civil investigative demand from U.S. Attorney’s office on contractual relationships with pharmacy benefit managers","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3370184","2016-05-10 06:02:47","Reuters Key Development","J&J says Janssen received civil investigative demand from U.S. Attorney’s office on contractual relationships with pharmacy benefit managers","JNJ","Johnson & Johnson"
"2411","Johnson &amp; Johnson says Janssen unit received civil investigative demand from U.S. Attorney’s office for Southern district of New York","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3370195","2016-05-10 06:40:37","Reuters Key Development","Johnson & Johnson says Janssen unit received civil investigative demand from U.S. Attorney’s office for Southern district of New York","JNJ","Johnson & Johnson"
"2511","Manitex Capital declares a dividend-in-kind","http://www.reuters.com/finance/stocks/JNJ/key-developments/article/3370881","2016-05-10 16:51:00","Reuters Key Development","Manitex Capital declares a dividend-in-kind","JNJ","Johnson & Johnson"
